Event;Year;Location;Division;Name;Country;Place
ISA World Junior Surfing Championship;2019;Huntington Beach, CA;Girls U16;Zoe Benedetto;USA;
ISA World Junior Surfing Championship;2019;Huntington Beach, CA;Girls U16;Betty Lou Sakura Johnson;HAW;
ISA World Junior Surfing Championship;2019;Huntington Beach, CA;Girls U16;Caity Simmers;USA;
ISA World Surfing Games;2019;Miyazaki, Japan;Team;Brazil;BRA;
ISA World Surfing Games;2019;Miyazaki, Japan;Team;USA;USA;
ISA World Surfing Games;2019;Miyazaki, Japan;Team;Japan;JPN;
ISA World Surfing Games;2019;Miyazaki, Japan;Team;Peru;PER;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Men;Italo Ferreira;BRA;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Men;Kolohe Andino;USA;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Men;Gabriel Medina;BRA;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Men;Shun Murakami;JPN;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Women;Sofia Mulanovich;PER;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Women;Silvana Lima;BRA;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Women;Bianca Buitendag;ZAF;
ISA World Surfing Games;2019;Miyazaki, Japan;Open Women;Carissa Moore;USA;
ISA World Surfing Games;2019;Miyazaki, Japan;ISA Aloha Cup;Australia;AUS;
ISA World Surfing Games;2019;Miyazaki, Japan;ISA Aloha Cup;South Africa;ZAF;
ISA World Surfing Games;2019;Miyazaki, Japan;ISA Aloha Cup;USA;USA;
ISA World Surfing Games;2019;Miyazaki, Japan;ISA Aloha Cup;Japan;JPN;
ISA World Longboard Championship;2019;Biarritz, France;Team;France;FRA;
ISA World Longboard Championship;2019;Biarritz, France;Team;Peru;PER;
ISA World Longboard Championship;2019;Biarritz, France;Team;USA;USA;
ISA World Longboard Championship;2019;Biarritz, France;Team;Brazil;BRA;
ISA World Longboard Championship;2019;Biarritz, France;Open Men;Benoit Clemente;PER;
ISA World Longboard Championship;2019;Biarritz, France;Open Men;Antoine Delpero;FRA;
ISA World Longboard Championship;2019;Biarritz, France;Open Men;Edouard Delpero;FRA;
ISA World Longboard Championship;2019;Biarritz, France;Open Men;Cole Robbins;USA;
ISA World Longboard Championship;2019;Biarritz, France;Open Women;Alice Lemoigne;FRA;
ISA World Longboard Championship;2019;Biarritz, France;Open Women;Justine Dupont;FRA;
ISA World Longboard Championship;2019;Biarritz, France;Open Women;Chloe Calmon;BRA;
ISA World Longboard Championship;2019;Biarritz, France;Open Women;Soleil Errico;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team;Australia;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team;USA;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team;France;FRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team;Spain;ESP;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Men;Luiz Diniz;BRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Men;Harry Maskell;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Men;Caio Vaz;BRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Men;Juan de los Reyez;ESP;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Women;Shakira Westdorp;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Women;Iballa Ruano Moreno;ESP;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Women;Stella Smith;NZL;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;SUP Surf Women;Yuuka Horikoshi;JPN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Men;Daniel Hasulyo;HUN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Men;Connor Baxter;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Men;Trevor Tunnington;NZL;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Men;Bruno Hasulyo;HUN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Women;Candice Appleby;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Women;Terrene Black;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Women;Shakira Westdorp;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race SUP Women;Olivia Piana;FRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Men;Arthur Carvalho;BRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Men;Connor Baxter;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Men;Kenny Kaneko;JPN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Men;Trevor Tunnington;NZL;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Women;Amandine Chazot;FRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Women;Caterina Stenta;ITA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Women;Jade Howson;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Sprint SUP Race Women;Tarryn King;ZAF;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Men;Michael Booth;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Men;Bruno Hasulyo;HUN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Men;Vinnicius Martins;BRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Men;Daniel Hasulyo;HUN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Women;Olivia Piana;FRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Women;Terrene Black;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Women;Shakira Westdorp;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race SUP Women;Yuka Sato;JPN;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Boys;Ryan Funk;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Boys;Oliver Houghton;NZL;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Boys;Sam McCullough;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Boys;Noic Gariou;FRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Girls;Jade Howson;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Girls;Melanie Lafenetre;FRA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Girls;Caroline Küntzel;DNK;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Junior Girls;Laura Dal Pont;ITA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Men;Lachie Lansdown;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Men;Hunter Pflueger;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Men;Daniel Hart;NZL;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Men;Jadon Wessels;ZAF;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Women;Grace Rosato;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Women;Judit Verges;ESP;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Women;Katrine Zinck;DNK;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Tech Race Prone Women;Kailyn Winter;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Men;Hunter Pflueger;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Men;Lachie Lansdown;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Men;Jadon Wessels;ZAF;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Men;David Buil;ESP;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Women;Grace Rosato;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Women;Judit Verges;ESP;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Women;Kailyn Winter;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Distance Race Prone Women;Katrine Zinck;DNK;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team Relay;Australia;AUS;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team Relay;USA;USA;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team Relay;New Zealand;NZL;
ISA World SUP And Paddleboard Championship;2018;Hainan, China;Team Relay;DNKmark;DNK;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Team;Japan;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Team;USA;USA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Team;Australia;AUS;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Team;Hawaii;HAW;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U18;Keanu Kamiyama;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U18;Joh Azuchi;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U18;Luke John Slijpen;ZAF;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U18;Cole Houshmand;USA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U18;Rachel Presti;HAW;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U18;Keala Tomoda Bannert;HWI;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U18;Minami Nonaka;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U18;Summer Macedo;HAW;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U16;Grayson Hinrichs;AUS;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U16;Kade Matson;USA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U16;Levi Slawson;USA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Boys U16;Riaru Ito;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U16;Caitlin Simmers;USA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U16;Shino Matsuda;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U16;Sara Wakita;JPN;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Girls U16;Lucía Machado;ESP;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Aloha Cup;USA;USA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Aloha Cup;France;FRA;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Aloha Cup;Australia;AUS;
ISA World Junior Surfing Championship;2018;Huntington Beach, CA;Aloha Cup;Argentina;ARG;
ISA World Surfing Games;2018;Tahara, Japan;Team;JAPAN;JPN;
ISA World Surfing Games;2018;Tahara, Japan;Team;AUSTRALIA;AUS;
ISA World Surfing Games;2018;Tahara, Japan;Team;USA;USA;
ISA World Surfing Games;2018;Tahara, Japan;Team;SOUTH AFRICA;ZAF;
ISA World Surfing Games;2018;Tahara, Japan;Open Men;Santiago Muñiz;ARG;
ISA World Surfing Games;2018;Tahara, Japan;Open Men;Kanoa Igarashi;JPN;
ISA World Surfing Games;2018;Tahara, Japan;Open Men;Lucca Mesinas;PER;
ISA World Surfing Games;2018;Tahara, Japan;Open Men;Shun Murakami;JPN;
ISA World Surfing Games;2018;Tahara, Japan;Open Women;Sally Fitzgibbons;AUS;
ISA World Surfing Games;2018;Tahara, Japan;Open Women;Paige Hareb;NZL;
ISA World Surfing Games;2018;Tahara, Japan;Open Women;Bianca Buitendag;ZAF;
ISA World Surfing Games;2018;Tahara, Japan;Open Women;Summer Macedo;USA;
ISA World Surfing Games;2018;Tahara, Japan;Aloha Cup;Spain;ESP;
ISA World Surfing Games;2018;Tahara, Japan;Aloha Cup;Japan;JPN;
ISA World Surfing Games;2018;Tahara, Japan;Aloha Cup;Costa Rica;CRI;
ISA World Surfing Games;2018;Tahara, Japan;Aloha Cup;USA;USA;
ISA World Longboard Championship;2018;Hainan, China;Team;USA;USA;
ISA World Longboard Championship;2018;Hainan, China;Team;Peru;PER;
ISA World Longboard Championship;2018;Hainan, China;Team;Hawaii;HAW;
ISA World Longboard Championship;2018;Hainan, China;Team;Brazil;BRA;
ISA World Longboard Championship;2018;Hainan, China;Open Men;Kai Sallas;HAW;
ISA World Longboard Championship;2018;Hainan, China;Open Men;Benoit Clemente;PER;
ISA World Longboard Championship;2018;Hainan, China;Open Men;Tony Silvagni;USA;
ISA World Longboard Championship;2018;Hainan, China;Open Men;Kevin Skvarna;USA;
ISA World Longboard Championship;2018;Hainan, China;Open Women;Tory Gilkerson;USA;
ISA World Longboard Championship;2018;Hainan, China;Open Women;Chloe Calmon;BRA;
ISA World Longboard Championship;2018;Hainan, China;Open Women;Honolua Blomfield;HAW;
ISA World Longboard Championship;2018;Hainan, China;Open Women;Natsumi Taoka;JPN;
ISA World Longboard Championship;2018;Hainan, China;ISA Aloha Cup;USA;USA;
ISA World Longboard Championship;2018;Hainan, China;ISA Aloha Cup;Australia;AUS;
ISA World Longboard Championship;2018;Hainan, China;ISA Aloha Cup;Peru;PER;
ISA World Longboard Championship;2018;Hainan, China;ISA Aloha Cup;Brazil;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;Team;USA;USA;
ISA World Para Surfing Championship;2018;La Jolla, California;Team;BRAZIL;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;Team;CHILE;CHI;
ISA World Para Surfing Championship;2018;La Jolla, California;Team;HAWAII;HAW;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Men;Antony Smyth;ZAF;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Men;Jonathan Borba;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Men;Adi Klang;ISR;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Men;Robson Gasperi;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Men;Henrique Saraiva;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Men;"Mark ""Mono"" Stewart";AUS;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Men;Llwelyn Williams;WAL;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Men;Masafumi Kobayashi;JPN;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Women;Kazune Uchida;JPN;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Women;Grace Anderson;ZAF;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Women;Charlotte Banfield;GBR;
ISA World Para Surfing Championship;2018;La Jolla, California;AS1 Women;Darian Haynes;HAW;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Women;Victoria Feige;CAN;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Women;Noemi Alvarez;CHI;
ISA World Para Surfing Championship;2018;La Jolla, California;AS2 Women;Dani Burt;USA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS3 Men;Felipe Kizu Lima;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS3 Men;Jeff Munson;USA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS3 Men;Meira Duarte Va'a;HAW;
ISA World Para Surfing Championship;2018;La Jolla, California;AS3 Men;David Munk;AUS;
ISA World Para Surfing Championship;2018;La Jolla, California;AS3 Women;Alana Nichols;USA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS3 Women;Meira Duarte Va'a;HAW;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Men;Bruno Hansen;DNK;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Men;Christian Bailey;USA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Men;Massimilio Mattei;ITA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Men;Miguel Rojas;CHI;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Women;Ann Yoshida;HAW;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Women;Sarah Bettencourt;USA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Women;Suzanne Edwards;GBR;
ISA World Para Surfing Championship;2018;La Jolla, California;AS4 Women;Morgane Elvira;FRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Men;Freddy Marimon;COL;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Men;Davi Teixeira;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Men;Samantha Bloom;AUS;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Men;Nuno Vitorino;PRT;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Women;Samantha Bloom;AUS;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Women;Katell Michler;FRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Women;Valentina Ponce;CHI;
ISA World Para Surfing Championship;2018;La Jolla, California;AS5 Women;Monique Aparecida;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Men;Matthew Formston;AUS;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Men;Gwendal du Fretay;FRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Men;Elias Figue Diel;BRA;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Men;Aitor Francesena Uria;ESP;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Women;Melisa Reid;GBR;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Women;Ling Pai;CAN;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Women;Marta Jordao Paco;PRT;
ISA World Para Surfing Championship;2018;La Jolla, California;AS VI Women;Carmen Garcia;ESP;
ISA World Para Surfing Championship;2017;La Jolla, California;Team;Brazil;BRA;
ISA World Para Surfing Championship;2017;La Jolla, California;Team;Australia;AUS;
ISA World Para Surfing Championship;2017;La Jolla, California;Team;USA;USA;
ISA World Para Surfing Championship;2017;La Jolla, California;Team;Chile;CHI;
ISA World Para Surfing Championship;2017;La Jolla, California;AS1 Men;Adi Klang;ISR;
ISA World Para Surfing Championship;2017;La Jolla, California;AS1 Men;Antony Smyth;ZAF;
ISA World Para Surfing Championship;2017;La Jolla, California;AS1 Men;Kenjiro Ito;JPN;
ISA World Para Surfing Championship;2017;La Jolla, California;AS1 Men;Roberto Pino;BRA;
ISA World Para Surfing Championship;2017;La Jolla, California;AS2 Men;Alcino Neto;BRA;
ISA World Para Surfing Championship;2017;La Jolla, California;AS2 Men;Eric Dargent;FRA;
